root_id,n_tweets,n_inbound,n_outbound
2256143,2,1,1
2256148,3,2,1
2256158,3,2,1
2256160,2,1,1
2256166,2,1,1
2256188,2,1,1
2256218,2,1,1
2256249,7,4,3
2256266,4,2,2
2256358,2,1,1
2256365,3,2,1
2256378,2,1,1
2256449,2,1,1
2256464,4,2,2
2256546,2,1,1
2256565,3,2,1
2256574,2,1,1
2256578,2,1,1
2256585,2,1,1
2256611,3,2,1
2256654,2,1,1
2256675,8,4,4
2256677,2,1,1
2256680,3,2,1
2256689,5,3,2
2256705,2,1,1
2256738,7,4,3
2256757,3,2,1
2256825,2,1,1
2256842,3,2,1
2256849,2,1,1
2256862,2,1,1
2256889,2,1,1
2256926,4,1,3
2256938,2,1,1
2256973,2,1,1
2256976,3,2,1
2257010,8,5,3
2257019,2,1,1
2257025,2,1,1
2257039,2,1,1
2257058,2,1,1
2257089,2,1,1
2257108,5,3,2
2257131,2,1,1
2257137,4,2,2
2257223,12,6,6
2257238,3,2,1
2257340,2,1,1
2257350,8,5,3
2257352,2,1,1
2257389,2,1,1
2257418,2,1,1
2257420,2,1,1
2257447,2,1,1
2257452,2,1,1
2257470,2,1,1
2257472,2,1,1
2257474,2,1,1
2257500,2,1,1
2257502,2,1,1
2257518,2,1,1
2257527,4,2,2
2257532,3,2,1
2257575,2,1,1
2257604,7,5,2
2257630,10,7,3
2257654,2,1,1
2257698,3,2,1
2257714,4,2,2
2257733,2,1,1
2257736,4,2,2
2257772,2,1,1
2257793,2,1,1
2257809,2,1,1
2257819,7,3,4
2257830,6,4,2
2257838,2,1,1
2257843,2,1,1
2257888,2,1,1
2257892,2,1,1
2257896,2,1,1
2257901,5,3,2
2257941,2,1,1
2257980,2,1,1
2257982,2,1,1
2257995,2,1,1
2258003,4,2,2
2258017,4,2,2
2258045,2,1,1
2258061,2,1,1
2258066,3,2,1
2258101,2,1,1
2258145,2,1,1
2258155,4,2,2
2258159,4,3,1
2258163,4,2,2
2258190,2,1,1
2258223,2,1,1
2258234,4,2,2
2258254,6,4,2
2258287,2,1,1
2258347,4,2,2
2258381,6,3,3
2258386,2,1,1
2258388,2,1,1
2258405,5,3,2
2258426,4,3,1
2258441,2,1,1
2258471,3,2,1
2258476,5,3,2
2258492,9,7,2
2258512,7,4,3
2258538,3,2,1
2258577,2,1,1
2258581,5,3,2
2258613,3,1,2
2258634,4,2,2
2258637,2,1,1
2258667,2,1,1
2258688,2,1,1
2258697,2,1,1
2258741,2,1,1
2258783,2,1,1
2258815,3,2,1
2258825,2,1,1
2258852,2,1,1
2258865,4,2,2
2258870,4,2,2
2258902,4,2,2
2258930,5,1,4
2258946,3,1,2
2258957,2,1,1
2258991,2,1,1
2258999,2,1,1
2259011,2,1,1
2259016,4,2,2
2259025,2,1,1
2259027,2,1,1
2259029,2,1,1
2259063,2,1,1
2259092,2,1,1
2259127,4,2,2
2259203,2,1,1
2259207,2,1,1
2259243,3,2,1
2259245,2,1,1
2259323,2,1,1
2259343,2,1,1
2259354,2,1,1
2259361,2,1,1
2259392,4,2,2
2259434,7,4,3
2259443,2,1,1
2259467,2,1,1
2259533,5,4,1
2259537,4,2,2
2259561,5,3,2
2259582,4,2,2
2259599,2,1,1
2259603,4,3,1
2259618,2,1,1
2259629,2,1,1
2259648,2,1,1
2259650,2,1,1
2259698,2,1,1
2259741,2,1,1
2259752,2,1,1
2259766,3,2,1
2259774,8,4,4
2259808,3,1,2
2259816,4,2,2
2259823,2,1,1
2259827,2,1,1
2259844,3,2,1
2259847,2,1,1
2259851,2,1,1
2259854,3,2,1
2259865,5,2,3
2259894,2,1,1
2259909,2,1,1
2259925,16,12,4
2259942,2,1,1
2259976,4,2,2
2259989,7,4,3
2260020,2,1,1
2260050,7,4,3
2260069,2,1,1
2260071,2,1,1
2260079,4,2,2
2260081,2,1,1
2260103,4,2,2
2260108,4,2,2
2260115,3,2,1
2260119,2,1,1
2260121,2,1,1
2260124,2,1,1
2260145,2,1,1
2260150,4,2,2
2260153,2,1,1
2260171,2,1,1
2260180,2,1,1
2260229,2,1,1
2260239,2,1,1
2260241,2,1,1
2260256,2,1,1
2260290,6,3,3
2260296,8,4,4
2260330,2,1,1
2260338,2,1,1
2260346,2,1,1
2260370,2,1,1
2260405,3,2,1
2260411,2,1,1
2260455,2,1,1
2260478,2,1,1
2260504,3,2,1
2260544,2,1,1
2260558,6,3,3
2260560,2,1,1
2260562,2,1,1
2260636,4,2,2
2260645,4,2,2
2260665,6,3,3
2260732,4,2,2
2260737,8,5,3
2260780,2,1,1
2260784,2,1,1
2260788,4,2,2
2260806,4,2,2
2260814,2,1,1
2260864,4,2,2
2260895,13,7,6
2260909,2,1,1
2260913,2,1,1
2260948,2,1,1
2260971,2,1,1
2260984,8,5,3
2261030,4,2,2
2261081,3,2,1
2261090,4,2,2
2261137,2,1,1
2261141,2,1,1
2261154,3,2,1
2261177,13,5,8
2261204,3,1,2
2261223,4,2,2
2261270,2,1,1
2261295,2,1,1
2261299,2,1,1
2261328,3,1,2
2261351,2,1,1
2261362,2,1,1
2261394,3,2,1
2261408,4,2,2
2261413,4,3,1
2261421,2,1,1
2261454,2,1,1
2261459,2,1,1
2261476,4,2,2
2261479,3,2,1
2261502,2,1,1
2261508,2,1,1
2261532,4,2,2
2261600,2,1,1
2261631,4,3,1
2261639,3,2,1
2261661,2,1,1
2261669,2,1,1
2261683,3,2,1
2261704,2,1,1
2261711,4,2,2
2261809,2,1,1
2261817,2,1,1
2261823,2,1,1
2261843,2,1,1
2261853,2,1,1
2261878,3,2,1
2261897,2,1,1
2261926,2,1,1
2261956,2,1,1
2261967,9,7,2
2261977,2,1,1
2262000,2,1,1
2262012,2,1,1
2262041,2,1,1
2262043,2,1,1
2262060,2,1,1
2262073,21,12,9
2262098,2,1,1
2262100,2,1,1
2262114,2,1,1
2262143,2,1,1
2262170,5,3,2
2262174,2,1,1
2262195,3,2,1
2262220,9,5,4
2262222,2,1,1
2262278,3,1,2
2262311,14,7,7
2262314,3,2,1
2262327,17,9,8
2262344,5,3,2
2262376,5,3,2
2262385,2,1,1
2262391,2,1,1
2262414,2,1,1
2262423,2,1,1
2262426,3,2,1
2262429,3,2,1
2262491,3,2,1
2262510,29,19,10
2262543,3,2,1
2262569,2,1,1
2262577,2,1,1
2262583,2,1,1
2262646,4,2,2
2262652,3,2,1
2262658,2,1,1
2262664,2,1,1
2262666,2,1,1
2262679,2,1,1
2262744,3,2,1
2262773,2,1,1
2262783,2,1,1
2262785,2,1,1
2262795,2,1,1
2262798,2,1,1
2262805,2,1,1
2262809,2,1,1
2262853,6,3,3
2262862,2,1,1
2262891,2,1,1
2262895,2,1,1
2262899,2,1,1
2262936,2,1,1
2262939,9,3,6
2262947,2,1,1
2262959,5,3,2
2263019,3,2,1
2263033,8,4,4
2263038,2,1,1
2263086,4,2,2
2263131,2,1,1
2263202,7,4,3
2263206,2,1,1
2263220,8,4,4
2263286,3,2,1
2263306,2,1,1
2263335,2,1,1
2263361,2,1,1
2263390,2,1,1
2263409,5,1,4
2263465,6,3,3
2263492,3,1,2
2263505,3,2,1
2263535,3,2,1
2263551,8,4,4
2263566,3,2,1
2263570,4,2,2
2263601,2,1,1
2263611,2,1,1
2263615,2,1,1
2263635,11,7,4
2263664,4,3,1
2263691,3,2,1
2263705,2,1,1
2263711,2,1,1
2263713,2,1,1
2263728,9,6,3
2263758,2,1,1
2263781,2,1,1
2263785,2,1,1
2263793,6,3,3
2263798,2,1,1
2263805,2,1,1
2263809,2,1,1
2263863,4,2,2
2263867,4,2,2
2263908,2,1,1
2263917,2,1,1
2263937,4,2,2
2263960,2,1,1
2263968,2,1,1
2263977,2,1,1
2264029,12,8,4
2264043,5,3,2
2264048,3,2,1
2264064,2,1,1
2264114,2,1,1
2264134,2,1,1
2264136,2,1,1
2264170,2,1,1
2264172,2,1,1
2264189,4,2,2
2264222,2,1,1
2264275,7,4,3
2264287,4,2,2
2264291,3,2,1
2264296,4,2,2
2264304,2,1,1
2264367,2,1,1
2264373,2,1,1
2264377,2,1,1
2264383,2,1,1
2264411,4,2,2
2264429,2,1,1
2264467,2,1,1
2264476,2,1,1
2264486,2,1,1
2264508,3,2,1
2264521,2,1,1
2264557,2,1,1
2264586,2,1,1
2264601,2,1,1
2264612,2,1,1
2264656,2,1,1
2264689,2,1,1
2264719,2,1,1
2264727,2,1,1
2264783,2,1,1
2264796,2,1,1
2264882,2,1,1
2264890,2,1,1
2264910,2,1,1
2264964,2,1,1
2264969,2,1,1
2265029,2,1,1
2265046,2,1,1
2265051,5,3,2
2265055,2,1,1
2265121,3,2,1
2265159,2,1,1
2265162,3,2,1
2265170,2,1,1
2265174,2,1,1
2265176,2,1,1
2265205,3,2,1
2265246,6,4,2
2265301,6,4,2
2265320,3,2,1
2265330,10,7,3
2265332,2,1,1
2265406,2,1,1
2265417,2,1,1
2265425,2,1,1
2265445,3,1,2
2265466,3,2,1
2265468,2,1,1
2265479,3,1,2
2265490,2,1,1
2265508,4,2,2
2265510,2,1,1
2265544,2,1,1
2265567,5,3,2
2265603,4,2,2
2265622,2,1,1
2265659,2,1,1
2265697,2,1,1
2265714,6,3,3
2265726,2,1,1
2265742,3,2,1
2265796,2,1,1
2265810,2,1,1
2265830,2,1,1
2265853,2,1,1
2265857,2,1,1
2265937,4,2,2
2265943,3,2,1
2265964,2,1,1
2265969,4,2,2
2265978,4,2,2
2265990,3,2,1
2266024,2,1,1
2266026,2,1,1
2266062,2,1,1
2266071,2,1,1
2266098,2,1,1
2266152,2,1,1
2266166,2,1,1
2266192,2,1,1
2266257,3,1,2
2266316,4,2,2
2266319,2,1,1
2266358,2,1,1
2266368,2,1,1
2266380,2,1,1
2266391,2,1,1
2266467,2,1,1
2266482,2,1,1
2266497,2,1,1
2266510,2,1,1
2266513,11,6,5
2266533,2,1,1
2266549,3,2,1
2266551,2,1,1
2266556,3,2,1
2266630,2,1,1
2266649,2,1,1
2266651,2,1,1
2266654,2,1,1
2266688,3,2,1
2266690,2,1,1
2266716,6,4,2
2266759,6,3,3
2266782,5,3,2
2266829,6,3,3
2266845,6,3,3
2266859,4,2,2
2266917,3,2,1
2266943,2,1,1
2266995,3,2,1
2267054,2,1,1
2267074,2,1,1
2267092,2,1,1
2267094,2,1,1
2267096,2,1,1
2267102,4,2,2
2267108,5,3,2
2267123,3,2,1
2267127,2,1,1
2267166,2,1,1
2267171,2,1,1
2267178,2,1,1
2267208,2,1,1
2267219,3,2,1
2267223,2,1,1
2267261,5,3,2
2267306,5,2,3
2267310,2,1,1
2267316,6,3,3
2267387,4,2,2
2267407,4,2,2
2267419,2,1,1
2267424,2,1,1
2267429,5,4,1
2267435,2,1,1
2267459,6,2,4
2267476,9,4,5
2267532,2,1,1
2267537,2,1,1
2267725,5,3,2
2267749,7,4,3
2267757,2,1,1
2267761,2,1,1
2267769,2,1,1
2267773,2,1,1
2267779,3,2,1
2267783,2,1,1
2267794,3,2,1
2267893,2,1,1
2267902,4,2,2
2267928,6,3,3
2267961,2,1,1
2267973,2,1,1
2267977,3,2,1
2267979,2,1,1
2267981,2,1,1
2267985,3,2,1
2268017,2,1,1
2268026,3,2,1
2268083,2,1,1
2268150,4,2,2
2268182,24,18,6
2268239,3,2,1
2268245,2,1,1
2268251,2,1,1
2268254,5,3,2
2268258,2,1,1
2268288,2,1,1
2268334,3,2,1
2268356,2,1,1
2268361,2,1,1
2268371,3,2,1
2268385,3,2,1
2268392,2,1,1
2268421,2,1,1
2268427,2,1,1
2268429,2,1,1
2268437,2,1,1
2268444,4,2,2
2268460,4,2,2
2268495,4,2,2
2268498,3,2,1
2268533,3,1,2
2268542,4,2,2
2268546,4,2,2
2268585,2,1,1
2268623,3,2,1
2268625,2,1,1
2268629,2,1,1
2268673,3,2,1
2268691,4,2,2
2268713,2,1,1
2268730,2,1,1
2268736,4,2,2
2268745,2,1,1
2268757,3,2,1
2268766,2,1,1
2268771,4,2,2
2268809,2,1,1
2268812,5,3,2
2268817,3,2,1
2268861,2,1,1
2268905,2,1,1
2268957,2,1,1
2268964,5,3,2
2269009,2,1,1
2269011,3,1,2
2269040,2,1,1
2269046,2,1,1
2269062,4,3,1
2269075,2,1,1
2269078,3,2,1
2269118,2,1,1
2269133,8,6,2
2269167,6,3,3
2269200,2,1,1
2269219,24,13,11
2269256,2,1,1
2269262,2,1,1
2269313,2,1,1
2269407,2,1,1
2269437,7,4,3
2269493,3,1,2
2269498,2,1,1
2269570,2,1,1
2269625,6,4,2
2269639,2,1,1
2269642,2,1,1
2269667,3,2,1
2269746,4,3,1
2269748,2,1,1
2269753,3,2,1
2269759,4,2,2
2269765,2,1,1
2269819,2,1,1
2269825,2,1,1
2269831,2,1,1
2269873,4,2,2
2269878,2,1,1
2269904,6,3,3
2269913,2,1,1
2269927,2,1,1
2269948,3,2,1
2270006,2,1,1
2270021,2,1,1
2270038,2,1,1
2270074,4,2,2
2270094,2,1,1
2270139,2,1,1
2270143,2,1,1
2270172,2,1,1
2270175,3,2,1
2270194,2,1,1
2270278,2,1,1
2270308,6,3,3
2270379,3,2,1
2270402,2,1,1
2270434,4,2,2
2270445,2,1,1
2270447,2,1,1
2270475,7,4,3
2270507,8,5,3
2270529,2,1,1
2270540,2,1,1
2270615,16,10,6
2270742,2,1,1
2270784,2,1,1
2270788,2,1,1
2270790,3,1,2
2270893,5,4,1
2270913,2,1,1
2270921,3,2,1
2270929,2,1,1
2270953,6,4,2
2270967,4,2,2
2270973,2,1,1
2270985,3,1,2
2271024,5,3,2
2271049,2,1,1
2271068,2,1,1
2271070,2,1,1
2271118,3,2,1
2271157,5,3,2
2271163,2,1,1
2271211,3,2,1
2271223,2,1,1
2271276,2,1,1
2271278,2,1,1
2271292,2,1,1
2271310,5,3,2
2271376,4,2,2
2271425,10,7,3
2271430,2,1,1
2271432,2,1,1
2271464,2,1,1
2271482,2,1,1
2271520,4,2,2
2271525,2,1,1
2271596,4,2,2
2271600,8,5,3
2271629,2,1,1
2271631,2,1,1
2271677,2,1,1
2271680,4,2,2
2271688,6,3,3
2271752,2,1,1
2271759,4,2,2
2271761,2,1,1
2271780,2,1,1
2271805,2,1,1
2271834,6,3,3
2271855,6,3,3
2271867,2,1,1
2271869,2,1,1
2271883,8,4,4
2271927,2,1,1
2271955,3,2,1
2271979,2,1,1
2272010,2,1,1
2272019,3,2,1
2272039,2,1,1
2272043,4,2,2
2272056,2,1,1
2272058,2,1,1
2272081,4,2,2
2272136,3,1,2
2272165,2,1,1
2272227,2,1,1
2272258,3,2,1
2272301,4,2,2
2272316,2,1,1
2272328,2,1,1
2272350,4,2,2
2272383,2,1,1
2272385,2,1,1
2272451,2,1,1
2272501,2,1,1
2272512,5,3,2
2272518,2,1,1
2272525,2,1,1
2272543,2,1,1
2272562,4,3,1
2272593,2,1,1
2272600,5,3,2
2272611,4,3,1
2272615,2,1,1
2272621,3,2,1
2272637,10,6,4
2272650,2,1,1
2272659,3,2,1
2272665,2,1,1
2272678,6,4,2
2272686,2,1,1
2272721,2,1,1
2272731,2,1,1
2272752,5,2,3
2272807,2,1,1
2272841,3,1,2
2272846,2,1,1
2272880,2,1,1
2272938,4,2,2
2272992,5,3,2
2273037,2,1,1
2273054,2,1,1
2273063,3,2,1
2273098,2,1,1
2273124,4,2,2
2273153,2,1,1
2273157,4,2,2
2273159,2,1,1
2273182,6,3,3
2273240,2,1,1
2273273,3,2,1
2273296,3,2,1
2273303,2,1,1
2273305,2,1,1
2273351,7,4,3
2273366,6,3,3
2273389,4,2,2
2273440,5,3,2
2273457,2,1,1
2273466,2,1,1
2273499,10,6,4
2273526,2,1,1
2273543,2,1,1
2273555,2,1,1
2273563,2,1,1
2273581,2,1,1
2273585,2,1,1
2273594,2,1,1
2273598,2,1,1
2273602,4,2,2
2273610,2,1,1
2273618,4,1,3
2273624,2,1,1
2273633,2,1,1
2273643,2,1,1
2273690,2,1,1
2273703,2,1,1
2273739,2,1,1
2273753,2,1,1
2273757,2,1,1
2273773,2,1,1
2273782,3,2,1
2273836,2,1,1
2273888,2,1,1
2273899,3,2,1
2273951,2,1,1
2273964,2,1,1
2273972,4,2,2
2274014,3,2,1
2274021,7,4,3
2274029,2,1,1
2274037,3,2,1
2274048,2,1,1
2274072,6,4,2
2274085,2,1,1
2274087,2,1,1
2274091,2,1,1
2274137,2,1,1
2274150,2,1,1
2274156,3,1,2
2274167,2,1,1
2274182,13,10,3
2274189,7,4,3
2274240,2,1,1
2274242,2,1,1
2274244,2,1,1
2274256,2,1,1
2274276,4,2,2
2274302,2,1,1
2274309,2,1,1
2274317,5,3,2
2274338,4,3,1
2274374,6,3,3
2274381,2,1,1
2274427,2,1,1
2274437,2,1,1
2274441,2,1,1
2274446,2,1,1
2274448,2,1,1
2274450,2,1,1
2274485,3,1,2
2274508,10,5,5
2274535,6,2,4
2274564,2,1,1
2274583,2,1,1
2274602,6,3,3
2274647,2,1,1
2274738,2,1,1
2274770,2,1,1
2274774,2,1,1
2274804,2,1,1
2274831,5,3,2
2274847,2,1,1
2274859,2,1,1
2274875,5,3,2
2274877,2,1,1
2274881,2,1,1
2274886,2,1,1
2274900,2,1,1
2274929,3,2,1
2274940,2,1,1
2274957,2,1,1
2275002,3,2,1
2275056,2,1,1
2275104,4,3,1
2275195,4,2,2
2275222,3,2,1
2275224,2,1,1
2275250,4,2,2
2275252,2,1,1
2275299,2,1,1
2275366,2,1,1
2275368,2,1,1
2275386,6,3,3
2275432,2,1,1
2275440,2,1,1
2275442,2,1,1
2275453,2,1,1
2275457,2,1,1
2275465,2,1,1
2275497,2,1,1
2275507,3,1,2
2275615,2,1,1
2275627,2,1,1
2275635,2,1,1
2275637,2,1,1
2275642,2,1,1
2275646,2,1,1
2275656,4,1,3
2275691,2,1,1
2275713,2,1,1
2275726,3,2,1
2275759,4,2,2
2275766,2,1,1
2275777,3,2,1
2275783,2,1,1
2275790,3,2,1
2275856,2,1,1
2275875,3,2,1
2275895,4,2,2
2275919,2,1,1
2275927,2,1,1
2275931,5,3,2
2275989,2,1,1
2276034,4,2,2
2276047,2,1,1
2276051,2,1,1
2276065,2,1,1
2276067,2,1,1
2276074,2,1,1
2276084,3,2,1
2276092,2,1,1
2276101,3,2,1
2276105,2,1,1
2276141,4,2,2
2276184,4,2,2
2276199,6,3,3
2276261,2,1,1
2276267,2,1,1
2276291,2,1,1
2276294,3,2,1
2276299,4,2,2
2276302,2,1,1
2276347,4,2,2
2276391,2,1,1
2276405,4,3,1
2276407,2,1,1
2276412,6,2,4
2276541,4,2,2
2276560,4,2,2
2276578,5,3,2
2276588,2,1,1
2276601,4,2,2
2276610,2,1,1
2276619,2,1,1
2276631,2,1,1
2276641,3,2,1
2276681,2,1,1
2276730,2,1,1
2276741,3,2,1
2276743,2,1,1
2276765,8,4,4
2276816,2,1,1
2276821,3,2,1
2276840,3,2,1
2276871,2,1,1
2276886,4,2,2
2276910,2,1,1
2276913,4,2,2
2276933,2,1,1
2276936,4,2,2
2276954,2,1,1
2276958,2,1,1
2276976,4,3,1
2277003,2,1,1
2277043,7,4,3
2277072,2,1,1
2277098,2,1,1
2277100,2,1,1
2277106,4,2,2
2277120,4,2,2
2277149,2,1,1
2277163,2,1,1
2277165,2,1,1
2277190,6,3,3
2277199,2,1,1
2277285,2,1,1
2277297,2,1,1
2277306,9,7,2
2277320,2,1,1
2277399,2,1,1
2277411,10,5,5
2277416,2,1,1
2277447,2,1,1
2277450,6,4,2
2277545,4,2,2
2277551,4,2,2
2277553,2,1,1
2277559,4,3,1
2277564,2,1,1
2277587,3,1,2
2277642,6,3,3
2277669,6,3,3
2277671,2,1,1
2277679,4,2,2
2277723,4,2,2
2277732,2,1,1
2277757,3,2,1
2277785,4,2,2
2277799,3,2,1
2277804,2,1,1
2277822,2,1,1
2277847,4,2,2
2277877,2,1,1
2277907,2,1,1
2277926,2,1,1
2277937,2,1,1
2278022,5,3,2
2278026,2,1,1
2278046,4,3,1
2278260,2,1,1
2278267,3,2,1
2278281,2,1,1
2278291,2,1,1
2278294,3,2,1
2278333,6,3,3
2278366,2,1,1
2278414,4,2,2
2278483,4,2,2
2278487,6,3,3
2278534,9,5,4
2278544,2,1,1
2278551,3,2,1
2278591,2,1,1
2278608,2,1,1
2278613,5,3,2
2278659,4,3,1
2278671,2,1,1
2278675,3,2,1
2278690,2,1,1
2278725,4,2,2
2278729,2,1,1
2278746,2,1,1
2278760,2,1,1
2278773,2,1,1
2278781,2,1,1
2278783,2,1,1
2278785,2,1,1
2278800,4,2,2
2278803,2,1,1
2278817,2,1,1
2278832,4,2,2
2278844,2,1,1
2278861,2,1,1
2278878,2,1,1
2278895,2,1,1
2278908,3,2,1
2278947,3,2,1
2279001,6,4,2
2279019,3,2,1
2279030,2,1,1
2279032,2,1,1
2279041,2,1,1
2279072,7,4,3
2279106,2,1,1
2279116,10,5,5
2279139,4,3,1
2279141,2,1,1
2279143,2,1,1
2279156,2,1,1
2279166,2,1,1
2279211,2,1,1
2279283,2,1,1
2279285,2,1,1
2279304,2,1,1
2279319,4,2,2
2279339,4,2,2
2279370,5,2,3
2279375,2,1,1
2279411,6,4,2
2279429,10,6,4
2279446,2,1,1
2279477,2,1,1
2279518,3,1,2
2279534,2,1,1
2279539,2,1,1
2279545,2,1,1
2279548,4,2,2
2279554,2,1,1
2279556,2,1,1
2279600,5,3,2
2279685,4,2,2
2279711,2,1,1
2279744,2,1,1
2279746,2,1,1
2279784,3,1,2
2279808,2,1,1
2279851,2,1,1
2279895,2,1,1
2279949,4,2,2
2279952,5,3,2
2279957,2,1,1
2280009,7,4,3
2280055,6,3,3
2280151,2,1,1
2280189,8,4,4
2280211,2,1,1
2280230,5,3,2
2280280,2,1,1
2280284,2,1,1
2280293,4,2,2
2280300,2,1,1
2280324,4,2,2
2280331,2,1,1
2280377,4,3,1
2280391,3,2,1
2280393,2,1,1
2280403,10,5,5
2280408,3,1,2
2280437,2,1,1
2280478,3,2,1
2280516,2,1,1
2280534,2,1,1
2280568,2,1,1
2280576,4,2,2
2280631,6,3,3
2280642,2,1,1
2280654,2,1,1
2280682,2,1,1
2280689,4,2,2
2280704,2,1,1
2280742,2,1,1
2280769,2,1,1
2280771,2,1,1
2280789,2,1,1
2280819,6,3,3
2280824,2,1,1
2280847,2,1,1
2280851,11,7,4
2280912,7,4,3
2280919,7,4,3
2280929,2,1,1
2280938,5,3,2
2280944,4,3,1
2280958,2,1,1
2280982,3,2,1
2280993,3,1,2
2281033,3,2,1
2281036,4,2,2
2281052,5,2,3
2281073,2,1,1
2281106,5,3,2
2281109,2,1,1
2281118,5,3,2
2281125,2,1,1
2281140,2,1,1
2281149,2,1,1
2281151,2,1,1
2281165,2,1,1
2281167,2,1,1
2281232,2,1,1
2281251,4,3,1
2281256,2,1,1
2281290,2,1,1
2281313,2,1,1
2281315,2,1,1
2281318,7,4,3
2281338,4,2,2
2281350,4,2,2
2281358,8,4,4
2281366,3,2,1
2281368,2,1,1
2281372,4,3,1
2281400,4,2,2
2281427,4,2,2
2281468,9,5,4
2281485,2,1,1
2281511,2,1,1
2281519,2,1,1
2281528,2,1,1
2281533,5,3,2
2281587,4,2,2
2281590,2,1,1
2281592,2,1,1
2281601,2,1,1
2281656,7,4,3
2281674,2,1,1
2281687,2,1,1
2281689,4,2,2
2281802,2,1,1
2281804,2,1,1
2281832,2,1,1
2281914,4,2,2
2281921,4,3,1
2281925,3,2,1
2281960,2,1,1
2281989,2,1,1
2282016,2,1,1
2282129,4,3,1
2282151,3,2,1
2282163,2,1,1
2282185,3,2,1
2282189,2,1,1
2282192,2,1,1
2282206,4,2,2
2282209,2,1,1
2282269,2,1,1
2282322,2,1,1
2282375,5,4,1
2282378,4,2,2
2282383,4,3,1
2282463,2,1,1
2282471,2,1,1
2282480,3,2,1
2282495,20,15,5
2282516,4,2,2
2282533,4,2,2
2282554,2,1,1
2282571,2,1,1
2282685,2,1,1
2282687,2,1,1
2282690,4,2,2
2282702,2,1,1
2282714,5,3,2
2282749,2,1,1
2282764,3,2,1
2282851,2,1,1
2282854,4,2,2
2282900,2,1,1
2282939,2,1,1
2282996,6,3,3
2283006,2,1,1
2283008,4,2,2
2283037,3,2,1
2283063,2,1,1
2283069,2,1,1
2283080,2,1,1
2283089,2,1,1
2283138,2,1,1
2283165,3,2,1
2283179,2,1,1
2283210,2,1,1
2283279,3,2,1
2283288,7,4,3
2283365,2,1,1
2283370,2,1,1
2283374,4,2,2
2283394,3,1,2
2283410,11,10,1
2283417,4,3,1
2283438,3,2,1
2283492,4,2,2
2283509,6,3,3
2283525,6,5,1
2283535,6,3,3
2283546,3,2,1
2283586,2,1,1
2283635,2,1,1
2283656,2,1,1
2283658,2,1,1
2283667,7,6,1
2283669,2,1,1
2283704,8,5,3
2283744,5,3,2
2283801,2,1,1
2283827,2,1,1
2283854,2,1,1
2283894,2,1,1
2283914,2,1,1
2283918,2,1,1
2283938,3,1,2
2283950,3,1,2
2283959,2,1,1
2283970,3,2,1
2283976,2,1,1
2283992,2,1,1
2284000,9,7,2
2284043,2,1,1
2284075,5,4,1
2284080,3,2,1
2284103,2,1,1
2284114,2,1,1
2284190,7,4,3
2284221,3,2,1
2284223,2,1,1
2284230,7,4,3
2284242,2,1,1
2284265,2,1,1
2284273,2,1,1
2284289,2,1,1
2284310,2,1,1
2284316,2,1,1
2284343,6,3,3
2284348,2,1,1
2284354,2,1,1
2284371,2,1,1
2284382,3,2,1
2284388,6,4,2
2284395,2,1,1
2284397,2,1,1
2284415,5,3,2
2284427,2,1,1
2284432,3,2,1
2284474,2,1,1
2284489,4,3,1
2284529,2,1,1
2284556,4,2,2
2284564,2,1,1
2284571,6,3,3
2284598,2,1,1
2284615,2,1,1
2284665,3,2,1
2284676,2,1,1
2284715,6,3,3
2284760,3,2,1
2284764,2,1,1
2284825,2,1,1
2284837,2,1,1
2284844,2,1,1
2284856,3,2,1
2284887,4,2,2
2284959,4,2,2
2284974,3,2,1
2284998,2,1,1
2285002,2,1,1
2285008,2,1,1
2285010,2,1,1
2285045,2,1,1
2285049,2,1,1
2285054,2,1,1
2285068,3,2,1
2285087,4,2,2
2285136,4,2,2
2285193,2,1,1
2285204,2,1,1
2285206,2,1,1
2285262,2,1,1
2285298,5,3,2
2285314,2,1,1
2285327,2,1,1
2285365,4,3,1
2285391,7,4,3
2285421,2,1,1
2285468,2,1,1
2285475,3,2,1
2285506,2,1,1
2285529,2,1,1
2285548,2,1,1
2285550,2,1,1
2285560,4,2,2
2285565,2,1,1
2285602,2,1,1
2285658,3,2,1
2285685,7,5,2
2285742,2,1,1
2285745,5,2,3
2285760,3,1,2
2285768,2,1,1
2285780,3,1,2
2285794,2,1,1
2285834,2,1,1
2285843,2,1,1
2285845,2,1,1
2285859,2,1,1
2285862,3,2,1
2285875,6,3,3
2285890,2,1,1
2285904,2,1,1
2285933,2,1,1
2285935,2,1,1
2285944,2,1,1
2285947,4,2,2
2285958,2,1,1
2285960,2,1,1
2286000,2,1,1
2286013,6,5,1
2286028,4,2,2
2286041,2,1,1
2286045,4,3,1
2286089,2,1,1
2286104,2,1,1
2286110,2,1,1
2286122,2,1,1
2286200,2,1,1
2286203,4,2,2
2286222,2,1,1
2286234,2,1,1
2286245,8,4,4
2286277,2,1,1
2286284,2,1,1
2286286,2,1,1
2286335,7,4,3
2286367,7,4,3
2286373,4,2,2
2286376,2,1,1
2286391,2,1,1
2286401,4,2,2
2286425,3,2,1
2286452,6,4,2
2286464,6,4,2
2286480,2,1,1
2286512,2,1,1
2286516,2,1,1
2286522,3,2,1
2286527,2,1,1
2286529,2,1,1
2286545,2,1,1
2286559,2,1,1
2286564,5,3,2
2286573,2,1,1
2286575,2,1,1
2286600,2,1,1
2286621,2,1,1
